"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"74444","08-11-25 16:15","Spain","LaLiga","2025/2026","Sevilla","Osasuna","2.37","3.19","3.39","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.72","2.12"
"74445","08-11-25 14:00","Spain","LaLiga","2025/2026","Girona","Alaves","2.22","3.38","3.51","1.08","8.42","1.34","3.37","2.11","1.80","3.85","1.27","7.69","1.09","1.83","1.98"
"74357","07-11-25 21:00","Spain","LaLiga","2025/2026","Elche","Real Sociedad","3.34","3.17","2.41","1.09","8.00","1.40","3.00","2.32","1.67","4.05","1.25","8.08","1.09","1.90","1.90"
"74295","03-11-25 21:00","Spain","LaLiga","2025/2026","Oviedo","Osasuna","3.26","3.17","2.45","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.76","2.06"
"74268","02-11-25 21:00","Spain","LaLiga","2025/2026","Betis","Mallorca","1.58","4.34","5.98","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.74","2.09"
"74269","02-11-25 18:30","Spain","LaLiga","2025/2026","Barcelona","Elche","1.20","7.97","14.60","1.01","29.00","1.09","8.00","1.28","3.75","1.80","2.10","2.63","1.50","1.80","2.02"
"74270","02-11-25 16:15","Spain","LaLiga","2025/2026","Alaves","Espanyol","2.54","3.17","3.11","1.10","7.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","1.90","1.90"
"74271","02-11-25 14:00","Spain","LaLiga","2025/2026","Levante","Celta Vigo","3.23","3.44","2.33","1.04","11.60","1.24","4.21","1.80","2.10","2.86","1.43","5.53","1.15","1.60","2.34"
"74216","01-11-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Valencia","1.16","8.81","17.80","1.01","30.00","1.10","7.00","1.33","3.40","1.89","2.00","2.82","1.45","1.96","1.85"
"74217","01-11-25 18:30","Spain","LaLiga","2025/2026","Real Sociedad","Ath Bilbao","2.78","2.99","2.97","1.11","6.84","1.46","2.77","2.50","1.54","5.01","1.18","10.10","1.06","2.02","1.80"
"74218","01-11-25 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Sevilla","1.42","4.89","8.24","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.90","1.90"
"74219","01-11-25 14:00","Spain","LaLiga","2025/2026","Villarreal","Rayo Vallecano","1.76","3.89","4.86","1.02","15.00","1.21","4.50","1.69","2.20","2.63","1.50","4.68","1.20","1.60","2.34"
"74150","31-10-25 21:00","Spain","LaLiga","2025/2026","Getafe","Girona","2.17","3.10","4.03","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.06","1.76"
"70024","27-10-25 21:00","Spain","LaLiga","2025/2026","Betis","Atl. Madrid","3.55","3.59","2.13","1.04","11.60","1.26","3.95","1.88","2.01","3.03","1.39","6.02","1.14","1.67","2.21"
"69168","26-10-25 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Alaves","2.22","3.07","3.92","1.12","6.50","1.54","2.50","2.63","1.50","5.26","1.17","10.60","1.05","2.06","1.76"
"69169","26-10-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Celta Vigo","2.40","3.26","3.26","1.09","8.00","1.40","3.00","2.32","1.67","4.05","1.25","8.08","1.09","1.83","1.98"
"69170","26-10-25 16:15","Spain","LaLiga","2025/2026","Real Madrid","Barcelona","1.94","4.43","3.48","1.01","29.00","1.06","9.47","1.26","3.95","1.63","2.32","2.41","1.58","1.28","3.68"
"69171","26-10-25 14:00","Spain","LaLiga","2025/2026","Mallorca","Levante","1.96","3.60","4.11","1.06","10.00","1.31","3.50","2.10","1.80","3.60","1.30","6.80","1.11","1.76","2.06"
"67680","25-10-25 21:00","Spain","LaLiga","2025/2026","Valencia","Villarreal","3.83","3.64","2.02","1.04","11.60","1.24","4.21","1.80","2.10","3.03","1.39","5.53","1.15","1.68","2.18"
"67681","25-10-25 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Getafe","1.67","3.59","6.48","1.14","6.00","1.60","2.38","2.63","1.50","5.26","1.17","10.60","1.05","2.41","1.57"
"67682","25-10-25 16:15","Spain","LaLiga","2025/2026","Espanyol","Elche","1.99","3.46","4.18","1.09","8.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","1.90","1.90"
"67683","25-10-25 14:00","Spain","LaLiga","2025/2026","Girona","Oviedo","1.73","3.66","5.61","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","6.80","1.11","1.83","1.98"
"67362","24-10-25 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Sevilla","2.03","3.62","3.84","1.05","10.50","1.29","3.68","2.01","1.88","3.21","1.36","6.48","1.12","1.76","2.06"
"67303","20-10-25 21:00","Spain","LaLiga","2025/2026","Alaves","Valencia","2.13","3.18","4.04","1.10","7.37","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"67234","19-10-25 21:00","Spain","LaLiga","2025/2026","Getafe","Real Madrid","7.62","4.60","1.46","1.04","11.60","1.29","3.68","1.88","2.01","3.21","1.36","6.48","1.12","2.06","1.76"
"67235","19-10-25 18:30","Spain","LaLiga","2025/2026","Levante","Rayo Vallecano","2.76","3.27","2.76","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.72","2.12"
"67236","19-10-25 16:15","Spain","LaLiga","2025/2026","Celta Vigo","Real Sociedad","2.00","3.58","3.99","1.07","9.00","1.33","3.40","2.21","1.73","3.71","1.29","7.24","1.10","1.81","2.00"
"67237","19-10-25 14:00","Spain","LaLiga","2025/2026","Elche","Ath Bilbao","4.30","3.37","1.99","1.08","8.42","1.37","3.16","2.21","1.73","3.85","1.27","7.69","1.09","1.90","1.90"
"67195","18-10-25 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Osasuna","1.38","5.12","9.17","1.03","13.70","1.24","4.21","1.73","2.21","2.86","1.43","5.01","1.18","2.06","1.76"
"67196","18-10-25 18:30","Spain","LaLiga","2025/2026","Villarreal","Betis","2.15","3.69","3.38","1.02","17.50","1.17","5.26","1.50","2.63","2.23","1.68","3.85","1.27","1.44","2.79"
"67197","18-10-25 16:15","Spain","LaLiga","2025/2026","Barcelona","Girona","1.22","7.28","13.50","1.01","29.00","1.10","7.00","1.33","3.40","1.89","2.00","2.82","1.45","1.78","2.04"
"67198","18-10-25 14:00","Spain","LaLiga","2025/2026","Sevilla","Mallorca","1.86","3.49","4.86","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.90","1.90"
"66620","17-10-25 21:00","Spain","LaLiga","2025/2026","Oviedo","Espanyol","3.03","3.19","2.58","1.10","7.00","1.46","2.75","2.44","1.57","4.37","1.22","9.48","1.06","1.90","1.90"
"65625","05-10-25 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Atl. Madrid","5.12","3.64","1.78","1.05","11.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.76","2.06"
"65626","05-10-25 18:30","Spain","LaLiga","2025/2026","Espanyol","Betis","2.78","3.46","2.62","1.05","11.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.68","2.18"
"65627","05-10-25 18:30","Spain","LaLiga","2025/2026","Real Sociedad","Rayo Vallecano","2.13","3.50","3.62","1.06","10.00","1.31","3.50","2.10","1.80","3.37","1.34","6.80","1.11","1.72","2.12"
"65628","05-10-25 16:15","Spain","LaLiga","2025/2026","Sevilla","Barcelona","6.00","5.13","1.50","1.01","21.00","1.14","5.79","1.43","2.90","2.13","1.73","3.53","1.31","1.60","2.34"
"65629","05-10-25 14:00","Spain","LaLiga","2025/2026","Alaves","Elche","2.28","3.07","3.76","1.13","6.32","1.54","2.50","2.69","1.48","5.53","1.15","11.10","1.05","2.14","1.71"
"65572","04-10-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Villarreal","1.40","5.13","8.19","1.02","24.00","1.13","6.32","1.43","2.90","2.11","1.80","3.43","1.33","1.59","2.36"
"65573","04-10-25 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Mallorca","1.65","3.67","6.62","1.08","8.42","1.37","3.16","2.13","1.73","4.16","1.24","8.40","1.08","2.16","1.70"
"65574","04-10-25 16:15","Spain","LaLiga","2025/2026","Girona","Valencia","2.42","3.31","3.16","1.06","10.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.76","2.06"
"65575","04-10-25 14:00","Spain","LaLiga","2025/2026","Oviedo","Levante","2.47","3.19","3.19","1.07","9.00","1.33","3.40","2.21","1.73","3.71","1.29","7.24","1.10","1.76","2.06"
"65496","03-10-25 21:00","Spain","LaLiga","2025/2026","Osasuna","Getafe","2.18","2.95","4.27","1.17","5.32","1.78","2.13","3.18","1.37","6.83","1.11","13.20","1.03","2.55","1.52"
"65460","30-09-25 20:00","Spain","LaLiga","2025/2026","Valencia","Oviedo","1.78","3.51","5.42","1.09","8.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","2.06","1.76"
"65407","28-09-25 21:00","Spain","LaLiga","2025/2026","Betis","Osasuna","1.86","3.61","4.61","1.05","10.50","1.29","3.68","2.01","1.88","3.21","1.36","6.48","1.12","1.76","2.06"
"65408","28-09-25 18:30","Spain","LaLiga","2025/2026","Barcelona","Real Sociedad","1.38","5.34","8.66","1.01","24.00","1.15","5.66","1.44","2.83","2.24","1.71","3.58","1.30","1.60","2.34"
"65409","28-09-25 16:15","Spain","LaLiga","2025/2026","Elche","Celta Vigo","2.91","3.25","2.64","1.07","9.00","1.36","3.20","2.21","1.73","3.71","1.29","8.08","1.09","1.76","2.06"
"65410","28-09-25 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Sevilla","2.10","3.37","3.89","1.06","10.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.76","2.06"
"65364","27-09-25 21:00","Spain","LaLiga","2025/2026","Villarreal","Ath Bilbao","2.01","3.39","4.22","1.07","9.00","1.33","3.40","2.21","1.73","3.71","1.29","7.24","1.10","1.76","2.06"
"65365","27-09-25 18:30","Spain","LaLiga","2025/2026","Mallorca","Alaves","2.50","2.86","3.57","1.14","5.85","1.66","2.34","3.01","1.40","5.96","1.14","12.40","1.04","2.22","1.66"
"65366","27-09-25 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Real Madrid","3.37","3.57","2.20","1.04","11.60","1.24","4.21","1.80","2.10","2.86","1.43","5.53","1.15","1.59","2.36"
"65367","27-09-25 14:00","Spain","LaLiga","2025/2026","Getafe","Levante","2.17","3.10","4.03","1.11","6.84","1.46","2.77","2.50","1.54","5.01","1.18","10.10","1.06","2.06","1.76"
"65283","26-09-25 21:00","Spain","LaLiga","2025/2026","Girona","Espanyol","2.78","3.35","2.68","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.76","2.06"
"65266","25-09-25 21:30","Spain","LaLiga","2025/2026","Oviedo","Barcelona","14.40","7.28","1.22","1.01","21.00","1.14","5.79","1.46","2.77","2.13","1.73","3.53","1.31","1.93","1.87"
"65267","25-09-25 19:30","Spain","LaLiga","2025/2026","Osasuna","Elche","1.89","3.27","5.11","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","2.00","1.82"
"65260","24-09-25 21:30","Spain","LaLiga","2025/2026","Atl. Madrid","Rayo Vallecano","1.46","4.41","8.56","1.05","11.00","1.31","3.50","1.97","1.91","3.37","1.34","6.80","1.11","2.24","1.65"
"65261","24-09-25 21:30","Spain","LaLiga","2025/2026","Real Sociedad","Mallorca","1.78","3.61","5.22","1.09","8.03","1.37","3.18","2.14","1.78","3.56","1.30","7.03","1.10","1.94","1.86"
"65262","24-09-25 19:00","Spain","LaLiga","2025/2026","Getafe","Alaves","2.06","2.95","4.86","1.21","4.50","1.89","2.00","3.71","1.29","8.08","1.09","15.00","1.02","2.68","1.47"
"65255","23-09-25 21:30","Spain","LaLiga","2025/2026","Levante","Real Madrid","9.69","5.88","1.32","1.02","25.00","1.13","6.32","1.37","3.16","2.01","1.88","3.21","1.36","1.60","2.34"
"65256","23-09-25 21:30","Spain","LaLiga","2025/2026","Sevilla","Villarreal","3.58","3.47","2.16","1.05","10.50","1.30","3.58","2.01","1.88","3.43","1.33","6.48","1.12","1.76","2.06"
"65257","23-09-25 19:00","Spain","LaLiga","2025/2026","Ath Bilbao","Girona","1.53","4.34","6.87","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.90","1.90"
"65258","23-09-25 19:00","Spain","LaLiga","2025/2026","Espanyol","Valencia","2.45","3.17","3.26","1.09","8.00","1.40","3.00","2.32","1.67","4.37","1.22","8.82","1.07","1.89","1.92"
"65212","21-09-25 21:00","Spain","LaLiga","2025/2026","Barcelona","Getafe","1.27","6.27","12.20","1.01","22.00","1.14","5.79","1.43","2.90","2.11","1.80","3.43","1.33","1.86","1.95"
"65213","21-09-25 18:30","Spain","LaLiga","2025/2026","Elche","Oviedo","2.06","3.39","4.01","1.09","8.00","1.40","3.00","2.32","1.67","4.05","1.25","8.08","1.09","1.98","1.83"
"65214","21-09-25 16:15","Spain","LaLiga","2025/2026","Mallorca","Atl. Madrid","5.41","3.66","1.74","1.06","9.47","1.34","3.37","2.11","1.80","3.85","1.27","7.69","1.09","1.96","1.85"
"65215","21-09-25 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Celta Vigo","2.00","3.58","3.99","1.05","10.50","1.29","3.68","2.01","1.88","3.43","1.33","6.48","1.12","1.76","2.06"
"65163","20-09-25 21:00","Spain","LaLiga","2025/2026","Valencia","Ath Bilbao","3.80","3.17","2.22","1.10","7.00","1.46","2.75","2.44","1.57","4.37","1.22","9.48","1.06","1.90","1.90"
"65164","20-09-25 18:30","Spain","LaLiga","2025/2026","Alaves","Sevilla","2.43","2.99","3.51","1.11","6.84","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.06","1.76"
"65165","20-09-25 18:30","Spain","LaLiga","2025/2026","Villarreal","Osasuna","1.71","3.80","5.46","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.90","1.90"
"65166","20-09-25 16:15","Spain","LaLiga","2025/2026","Real Madrid","Espanyol","1.20","7.42","15.90","1.02","25.00","1.12","6.50","1.40","3.00","2.10","1.80","3.18","1.37","1.83","1.98"
"65167","20-09-25 14:00","Spain","LaLiga","2025/2026","Girona","Levante","1.90","3.78","4.19","1.03","13.00","1.23","4.33","1.69","2.20","2.82","1.45","5.26","1.17","1.60","2.34"
"65086","19-09-25 21:00","Spain","LaLiga","2025/2026","Betis","Real Sociedad","2.00","3.58","3.99","1.03","13.70","1.21","4.56","1.73","2.21","2.69","1.48","5.01","1.18","1.60","2.34"
"65057","15-09-25 21:00","Spain","LaLiga","2025/2026","Espanyol","Mallorca","2.19","3.14","3.76","1.10","7.45","1.45","2.79","2.48","1.55","4.96","1.18","9.96","1.06","2.05","1.78"
"65026","14-09-25 21:00","Spain","LaLiga","2025/2026","Barcelona","Valencia","1.37","5.33","8.10","1.01","21.00","1.14","5.85","1.45","2.79","2.11","1.74","3.50","1.31","1.70","2.16"
"65027","14-09-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Rayo Vallecano","2.85","2.95","2.85","1.13","6.32","1.54","2.50","2.69","1.48","5.53","1.15","11.10","1.05","2.14","1.71"
"65028","14-09-25 16:15","Spain","LaLiga","2025/2026","Levante","Betis","4.00","3.59","1.95","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.60","2.34"
"65029","14-09-25 14:00","Spain","LaLiga","2025/2026","Celta Vigo","Girona","1.72","3.83","5.05","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.72","2.12"
"64979","13-09-25 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Villarreal","1.75","3.82","4.82","1.04","11.60","1.26","3.95","1.88","2.01","3.03","1.39","6.02","1.14","1.76","2.06"
"64980","13-09-25 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Alaves","1.63","3.73","6.30","1.09","8.00","1.46","2.75","2.34","1.62","4.37","1.22","8.82","1.07","2.22","1.66"
"64981","13-09-25 16:15","Spain","LaLiga","2025/2026","Real Sociedad","Real Madrid","5.93","4.26","1.57","1.03","14.30","1.23","4.29","1.76","2.10","2.77","1.46","4.92","1.18","1.78","2.05"
"64982","13-09-25 14:00","Spain","LaLiga","2025/2026","Getafe","Oviedo","2.03","2.92","4.83","1.18","5.00","1.80","2.10","3.37","1.34","6.80","1.11","14.00","1.03","2.58","1.50"
"64899","12-09-25 21:00","Spain","LaLiga","2025/2026","Sevilla","Elche","1.92","3.33","4.54","1.09","8.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","2.04","1.78"
"64792","31-08-25 21:30","Spain","LaLiga","2025/2026","Rayo Vallecano","Barcelona","7.26","5.31","1.40","1.01","23.00","1.16","5.50","1.46","2.75","2.21","1.73","3.60","1.30","1.65","2.25"
"64793","31-08-25 19:30","Spain","LaLiga","2025/2026","Espanyol","Osasuna","2.59","3.05","3.05","1.10","7.00","1.50","2.63","2.53","1.54","4.68","1.20","10.60","1.05","2.02","1.80"
"64794","31-08-25 19:00","Spain","LaLiga","2025/2026","Betis","Ath Bilbao","3.29","3.24","2.33","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","1.76","2.06"
"64795","31-08-25 17:00","Spain","LaLiga","2025/2026","Celta Vigo","Villarreal","3.41","3.54","2.15","1.05","11.00","1.28","3.75","1.97","1.91","3.18","1.37","6.32","1.13","1.68","2.18"
"64744","30-08-25 21:30","Spain","LaLiga","2025/2026","Real Madrid","Mallorca","1.18","8.01","13.90","1.01","20.00","1.14","5.79","1.43","2.90","2.13","1.73","3.53","1.31","2.14","1.71"
"64745","30-08-25 19:30","Spain","LaLiga","2025/2026","Girona","Sevilla","2.48","3.14","3.14","1.08","8.42","1.34","3.37","2.21","1.73","3.85","1.27","7.69","1.09","1.76","2.06"
"64746","30-08-25 19:00","Spain","LaLiga","2025/2026","Oviedo","Real Sociedad","3.54","3.16","2.26","1.09","8.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","1.90","1.90"
"64747","30-08-25 17:00","Spain","LaLiga","2025/2026","Alaves","Atl. Madrid","5.93","3.55","1.69","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","2.16","1.70"
"64665","29-08-25 21:30","Spain","LaLiga","2025/2026","Valencia","Getafe","2.34","2.93","3.68","1.16","5.44","1.64","2.29","2.74","1.47","5.52","1.16","14.00","1.02","2.36","1.59"
"64666","29-08-25 19:30","Spain","LaLiga","2025/2026","Elche","Levante","2.17","3.28","3.63","1.09","8.00","1.40","3.00","2.32","1.67","4.37","1.22","8.82","1.07","1.90","1.90"
"64647","27-08-25 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Betis","2.38","3.44","3.03","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.57","2.41"
"64638","25-08-25 21:30","Spain","LaLiga","2025/2026","Sevilla","Getafe","2.02","3.14","4.38","1.13","6.32","1.58","2.42","2.86","1.43","6.02","1.14","11.10","1.05","2.33","1.61"
"64639","25-08-25 19:30","Spain","LaLiga","2025/2026","Ath Bilbao","Rayo Vallecano","1.70","3.55","5.87","1.08","8.42","1.34","3.37","2.11","1.80","3.85","1.27","7.69","1.09","1.96","1.85"
"64609","24-08-25 21:30","Spain","LaLiga","2025/2026","Oviedo","Real Madrid","9.50","5.31","1.36","1.03","13.70","1.27","3.95","1.82","2.10","3.09","1.39","6.23","1.14","2.16","1.70"
"64610","24-08-25 19:30","Spain","LaLiga","2025/2026","Real Sociedad","Espanyol","1.90","3.59","4.44","1.05","11.00","1.32","3.50","1.99","1.91","3.43","1.34","7.06","1.11","1.76","2.06"
"64611","24-08-25 19:30","Spain","LaLiga","2025/2026","Villarreal","Girona","1.50","4.41","7.12","1.03","15.00","1.23","4.33","1.70","2.20","2.66","1.50","4.80","1.20","1.76","2.06"
"64612","24-08-25 17:00","Spain","LaLiga","2025/2026","Osasuna","Valencia","2.25","3.37","3.47","1.09","8.42","1.38","3.16","2.16","1.73","4.26","1.24","8.82","1.08","1.90","1.90"
"64568","23-08-25 21:30","Spain","LaLiga","2025/2026","Levante","Barcelona","13.20","6.79","1.24","1.01","30.00","1.11","7.00","1.34","3.40","1.90","2.00","2.86","1.45","1.85","1.96"
"64569","23-08-25 19:30","Spain","LaLiga","2025/2026","Atl. Madrid","Elche","1.30","5.86","10.70","1.03","15.00","1.23","4.33","1.70","2.20","2.86","1.45","5.41","1.17","2.16","1.70"
"64570","23-08-25 17:00","Spain","LaLiga","2025/2026","Mallorca","Celta Vigo","3.46","3.26","2.30","1.08","9.00","1.37","3.20","2.24","1.73","4.14","1.25","8.45","1.09","1.83","1.98"
"64490","22-08-25 21:30","Spain","LaLiga","2025/2026","Betis","Alaves","1.89","3.50","4.63","1.09","8.00","1.41","3.00","2.35","1.67","4.14","1.25","8.45","1.09","1.96","1.85"
"64474","19-08-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Osasuna","1.24","7.20","11.90","1.01","22.00","1.13","6.32","1.44","2.90","2.14","1.80","3.50","1.33","1.90","1.90"
"64447","18-08-25 21:00","Spain","LaLiga","2025/2026","Elche","Betis","3.45","3.33","2.27","1.09","8.42","1.38","3.16","2.24","1.73","4.26","1.24","8.82","1.08","1.90","1.90"
"64419","17-08-25 21:30","Spain","LaLiga","2025/2026","Espanyol","Atl. Madrid","5.64","4.00","1.66","1.06","10.50","1.30","3.68","2.03","1.88","3.50","1.33","6.73","1.12","1.90","1.90"
"64420","17-08-25 19:30","Spain","LaLiga","2025/2026","Ath Bilbao","Sevilla","1.61","3.94","6.42","1.09","8.42","1.38","3.16","2.24","1.73","3.94","1.27","8.05","1.09","2.14","1.71"
"64421","17-08-25 17:00","Spain","LaLiga","2025/2026","Celta Vigo","Getafe","1.71","3.60","5.91","1.12","6.84","1.47","2.77","2.54","1.54","5.15","1.18","10.70","1.06","2.33","1.61"
"64387","16-08-25 21:30","Spain","LaLiga","2025/2026","Alaves","Levante","2.15","3.18","3.99","1.13","6.50","1.56","2.50","2.66","1.50","5.41","1.17","11.20","1.05","2.06","1.76"
"64388","16-08-25 21:30","Spain","LaLiga","2025/2026","Valencia","Real Sociedad","2.50","3.07","3.27","1.13","6.50","1.51","2.63","2.66","1.50","5.41","1.17","11.20","1.05","2.02","1.80"
"64389","16-08-25 19:30","Spain","LaLiga","2025/2026","Mallorca","Barcelona","9.22","5.41","1.36","1.01","20.00","1.15","5.79","1.44","2.90","2.14","1.80","3.50","1.33","1.72","2.12"
"74557","15-08-25 21:30","Spain","LaLiga","2025/2026","Villarreal","Oviedo","1.43","4.84","8.15","1.04","13.00","1.26","4.00","1.90","2.00","3.24","1.37","6.00","1.14","2.02","1.80"
"74556","15-08-25 19:00","Spain","LaLiga","2025/2026","Girona","Rayo Vallecano","2.46","3.33","3.24","1.03","7.90","1.36","2.95","2.24","1.76","3.82","1.23","7.50","1.04","1.85","1.87"
