"id","matchDate","Country","League","Season","homeTeam","awayTeam","HBPFT","ABPFT","HBP1H","ABP1H","HBP2H","ABP2H","HTSFT","ATSFT","HTS1H","ATS1H","HTS2H","ATS2H","HSONFT","ASONFT","HSON1H","ASON1H","HSON2H","ASON2H","HSOFFFT","ASOFFFT","HSOFF1H","ASOFF1H","HSOFF2H","ASOFF2H"
"119029","02-05-26 18:30","Spain","LaLiga","2025/2026","Alaves","Ath Bilbao","50","50","41","59","57","43","7","9","2","4","5","5","4","4","1","0","3","4","1","4","0","4","1","0"
"119028","02-05-26 16:15","Spain","LaLiga","2025/2026","Valencia","Atl. Madrid","53","47","51","49","55","45","12","20","4","11","8","9","0","5","0","2","0","3","7","11","2","6","5","5"
"119027","02-05-26 14:00","Spain","LaLiga","2025/2026","Villarreal","Levante","53","47","61","39","45","55","20","12","8","4","12","8","8","3","1","1","7","2","8","5","5","2","3","3"
"118899","01-05-26 21:00","Spain","LaLiga","2025/2026","Girona","Mallorca","59","41","42","58","77","23","14","9","4","7","10","2","4","5","1","3","3","2","8","3","2","3","6","0"
"118834","27-04-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Levante","50","50","48","52","52","48","9","8","6","1","3","7","3","4","3","1","0","3","5","1","2","0","3","1"
"118794","26-04-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Celta Vigo","47","53","46","54","48","52","13","9","3","5","10","4","4","3","2","2","2","1","5","4","1","1","4","3"
"118793","26-04-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Sevilla","61","39","54","46","69","31","15","8","5","4","10","4","7","2","2","1","5","1","6","5","2","3","4","2"
"118792","26-04-26 16:15","Spain","LaLiga","2025/2026","Oviedo","Elche","60","40","53","47","71","29","12","4","2","3","10","1","3","4","1","3","2","1","5","0","0","0","5","0"
"118791","26-04-26 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Real Sociedad","58","42","55","45","61","39","24","13","5","7","19","6","9","8","1","3","8","5","8","3","2","2","6","1"
"118693","25-04-26 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Ath Bilbao","54","46","58","42","50","50","6","12","1","3","5","9","4","4","1","2","3","2","2","6","0","1","2","5"
"118692","25-04-26 18:30","Spain","LaLiga","2025/2026","Valencia","Girona","37","63","38","62","36","64","12","7","6","1","6","6","3","4","0","0","3","4","4","2","3","1","1","1"
"118691","25-04-26 16:15","Spain","LaLiga","2025/2026","Getafe","Barcelona","25","75","22","78","28","72","4","13","2","6","2","7","0","4","0","1","0","3","2","6","0","3","2","3"
"118690","25-04-26 14:00","Spain","LaLiga","2025/2026","Alaves","Mallorca","50","50","53","47","47","53","15","4","7","1","8","3","4","2","2","1","2","1","4","0","2","0","2","0"
"118571","24-04-26 21:00","Spain","LaLiga","2025/2026","Betis","Real Madrid","52","48","48","52","56","44","19","12","8","5","11","7","4","8","2","3","2","5","10","2","5","2","5","0"
"118530","23-04-26 21:30","Spain","LaLiga","2025/2026","Oviedo","Villarreal","58","42","59","41","57","43","15","7","5","3","10","4","4","3","2","2","2","1","8","3","3","1","5","2"
"118529","23-04-26 20:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Espanyol","52","48","58","42","47","53","17","15","9","3","8","12","6","4","2","1","4","3","9","6","6","1","3","5"
"118528","23-04-26 19:00","Spain","LaLiga","2025/2026","Levante","Sevilla","43","57","57","43","28","72","8","7","4","2","4","5","3","0","2","0","1","0","3","6","1","2","2","4"
"118502","22-04-26 21:30","Spain","LaLiga","2025/2026","Barcelona","Celta Vigo","61","39","53","47","68","32","10","6","6","4","4","2","3","3","2","2","1","1","5","1","3","1","2","0"
"118501","22-04-26 20:00","Spain","LaLiga","2025/2026","Real Sociedad","Getafe","66","34","52","48","79","21","13","5","6","3","7","2","4","0","3","0","1","0","5","4","1","3","4","1"
"118500","22-04-26 19:00","Spain","LaLiga","2025/2026","Elche","Atl. Madrid","72","28","70","30","74","26","14","6","5","3","9","3","6","3","2","2","4","1","6","2","2","1","4","1"
"118457","21-04-26 21:30","Spain","LaLiga","2025/2026","Girona","Betis","56","44","59","41","53","47","9","7","6","3","3","4","2","3","1","1","1","2","2","2","1","1","1","1"
"118458","21-04-26 21:30","Spain","LaLiga","2025/2026","Real Madrid","Alaves","61","39","66","34","55","45","24","19","13","6","11","13","8","5","3","2","5","3","9","7","5","1","4","6"
"118455","21-04-26 19:00","Spain","LaLiga","2025/2026","Ath Bilbao","Osasuna","35","65","37","63","32","68","7","8","6","0","1","8","2","3","2","0","0","3","3","3","3","0","0","3"
"118456","21-04-26 19:00","Spain","LaLiga","2025/2026","Mallorca","Valencia","59","41","65","35","53","47","20","10","7","2","13","8","8","3","2","0","6","3","7","4","4","1","3","3"
"118088","13-04-26 21:00","Spain","LaLiga","2025/2026","Levante","Getafe","63","37","67","33","59","41","22","5","7","4","15","1","4","1","1","1","3","0","10","2","4","2","6","0"
"118055","12-04-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Villarreal","61","39","56","44","65","35","18","12","4","6","14","6","6","6","2","4","4","2","4","3","1","0","3","3"
"118054","12-04-26 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Oviedo","68","32","63","37","73","27","9","8","5","5","4","3","6","5","4","3","2","2","1","2","1","1","0","1"
"118053","12-04-26 16:15","Spain","LaLiga","2025/2026","Mallorca","Rayo Vallecano","45","55","54","46","36","64","12","17","9","2","3","15","4","3","3","1","1","2","8","9","6","1","2","8"
"118052","12-04-26 14:00","Spain","LaLiga","2025/2026","Osasuna","Betis","51","49","56","44","45","55","12","8","6","2","6","6","4","3","2","2","2","1","2","1","1","0","1","1"
"117953","11-04-26 21:00","Spain","LaLiga","2025/2026","Sevilla","Atl. Madrid","32","68","36","64","28","72","11","13","8","7","3","6","2","2","2","1","0","1","4","7","3","3","1","4"
"117952","11-04-26 18:30","Spain","LaLiga","2025/2026","Barcelona","Espanyol","77","23","81","19","72","28","20","10","12","2","8","8","10","2","5","1","5","1","6","5","5","1","1","4"
"117951","11-04-26 16:15","Spain","LaLiga","2025/2026","Elche","Valencia","57","43","66","34","47","53","8","22","3","8","5","14","2","8","0","1","2","7","5","7","3","3","2","4"
"117950","11-04-26 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Alaves","54","46","63","37","45","55","12","12","8","3","4","9","4","2","3","1","1","1","4","7","2","1","2","6"
"117827","10-04-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Girona","61","39","57","43","66","34","22","10","9","4","13","6","9","2","5","1","4","1","7","5","2","3","5","2"
"117677","06-04-26 21:00","Spain","LaLiga","2025/2026","Girona","Villarreal","54","46","63","37","44","56","10","9","3","2","7","7","2","0","0","0","2","0","3","3","1","0","2","3"
"117584","05-04-26 21:00","Spain","LaLiga","2025/2026","Alaves","Osasuna","48","52","47","53","48","52","18","8","10","3","8","5","6","5","4","2","2","3","9","0","3","0","6","0"
"117583","05-04-26 18:30","Spain","LaLiga","2025/2026","Oviedo","Sevilla","70","30","71","29","68","32","7","9","2","7","5","2","4","0","2","0","2","0","2","7","0","6","2","1"
"117582","05-04-26 16:15","Spain","LaLiga","2025/2026","Valencia","Celta Vigo","42","58","32","68","55","45","13","9","5","2","8","7","4","5","2","1","2","4","7","3","2","1","5","2"
"117581","05-04-26 14:00","Spain","LaLiga","2025/2026","Getafe","Ath Bilbao","32","68","39","61","25","75","10","5","6","2","4","3","6","0","3","0","3","0","3","3","2","1","1","2"
"117485","04-04-26 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Barcelona","33","67","47","53","17","83","6","22","6","7","0","15","2","8","2","3","0","5","4","7","4","3","0","4"
"117484","04-04-26 18:30","Spain","LaLiga","2025/2026","Betis","Espanyol","70","30","72","28","67","33","19","8","11","4","8","4","6","1","4","1","2","0","10","6","5","3","5","3"
"117483","04-04-26 16:15","Spain","LaLiga","2025/2026","Mallorca","Real Madrid","36","64","37","63","35","65","6","15","3","8","3","7","2","6","1","4","1","2","3","6","2","2","1","4"
"117482","04-04-26 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Levante","59","41","59","41","60","40","18","8","10","2","8","6","5","4","2","1","3","3","9","3","5","1","4","2"
"117403","03-04-26 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Elche","59","41","54","46","65","35","21","9","8","7","13","2","5","4","2","3","3","1","10","2","4","2","6","0"
"114444","22-03-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Atl. Madrid","52","48","65","35","37","63","17","13","10","5","7","8","10","7","5","3","5","4","6","5","4","1","2","4"
"114443","22-03-26 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Betis","39","61","44","56","33","67","11","11","8","4","3","7","6","3","5","1","1","2","3","6","2","2","1","4"
"114442","22-03-26 16:15","Spain","LaLiga","2025/2026","Celta Vigo","Alaves","55","45","55","45","56","44","12","14","5","6","7","8","5","6","3","2","2","4","3","7","0","3","3","4"
"114441","22-03-26 14:00","Spain","LaLiga","2025/2026","Barcelona","Rayo Vallecano","61","39","65","35","57","43","15","8","9","2","6","6","4","4","4","1","0","3","6","3","2","1","4","2"
"114334","21-03-26 21:00","Spain","LaLiga","2025/2026","Sevilla","Valencia","59","41","58","42","60","40","13","9","3","8","10","1","2","4","0","4","2","0","6","1","2","1","4","0"
"114332","21-03-26 18:30","Spain","LaLiga","2025/2026","Levante","Oviedo","38","62","43","57","32","68","20","10","13","7","7","3","8","2","4","2","4","0","6","6","4","5","2","1"
"114333","21-03-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Girona","48","52","58","42","37","63","19","5","9","0","10","5","11","0","5","0","6","0","5","2","2","0","3","2"
"114331","21-03-26 16:15","Spain","LaLiga","2025/2026","Espanyol","Getafe","65","35","65","35","66","34","15","10","4","4","11","6","5","5","1","2","4","3","7","4","2","1","5","3"
"114330","21-03-26 14:00","Spain","LaLiga","2025/2026","Elche","Mallorca","47","53","50","50","43","57","13","11","8","4","5","7","4","4","2","1","2","3","6","4","4","1","2","3"
"114220","20-03-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Real Sociedad","35","65","33","67","37","63","21","11","12","6","9","5","10","4","6","3","4","1","8","4","3","1","5","3"
"110051","16-03-26 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Levante","58","42","57","43","58","42","18","19","4","11","14","8","4","5","1","4","3","1","10","7","3","4","7","3"
"108029","15-03-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Osasuna","49","51","51","49","47","53","15","13","9","5","6","8","6","5","4","2","2","3","9","6","5","2","4","4"
"108028","15-03-26 18:30","Spain","LaLiga","2025/2026","Betis","Celta Vigo","52","48","40","60","65","35","19","7","8","6","11","1","6","3","2","3","4","0","5","3","3","2","2","1"
"108027","15-03-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Sevilla","61","39","52","48","68","32","13","8","7","5","6","3","8","4","5","1","3","3","5","2","2","2","3","0"
"108026","15-03-26 14:00","Spain","LaLiga","2025/2026","Mallorca","Espanyol","68","32","62","38","76","24","26","10","8","8","18","2","12","2","4","2","8","0","9","6","1","4","8","2"
"106626","14-03-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Elche","47","53","45","55","50","50","14","11","5","1","9","10","6","1","3","0","3","1","5","7","2","1","3","6"
"106625","14-03-26 18:30","Spain","LaLiga","2025/2026","Oviedo","Valencia","42","58","53","47","32","68","11","13","4","7","7","6","6","2","3","1","3","1","4","5","1","3","3","2"
"106624","14-03-26 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Getafe","66","34","68","32","63","37","16","7","8","0","8","7","5","3","2","0","3","3","9","3","5","0","4","3"
"106623","14-03-26 14:00","Spain","LaLiga","2025/2026","Girona","Ath Bilbao","47","53","51","49","42","58","14","20","4","5","10","15","6","9","2","1","4","8","4","7","0","3","4","4"
"105953","13-03-26 21:00","Spain","LaLiga","2025/2026","Alaves","Villarreal","48","52","58","42","38","62","8","10","4","5","4","5","0","4","0","2","0","2","2","5","1","3","1","2"
"100585","09-03-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Oviedo","58","42","63","37","53","47","28","6","14","1","14","5","9","3","5","1","4","2","10","2","5","0","5","2"
"99656","08-03-26 21:00","Spain","LaLiga","2025/2026","Valencia","Alaves","61","39","63","37","59","41","19","10","6","4","13","6","8","4","1","2","7","2","5","3","2","1","3","2"
"99646","08-03-26 18:30","Spain","LaLiga","2025/2026","Sevilla","Rayo Vallecano","42","58","38","62","47","53","11","9","7","4","4","5","2","2","1","1","1","1","4","2","3","1","1","1"
"99624","08-03-26 16:15","Spain","LaLiga","2025/2026","Getafe","Betis","29","71","25","75","32","68","9","14","7","6","2","8","5","5","4","2","1","3","3","8","2","4","1","4"
"99607","08-03-26 14:00","Spain","LaLiga","2025/2026","Villarreal","Elche","37","63","39","61","35","65","16","13","10","5","6","8","7","6","5","2","2","4","6","6","4","3","2","3"
"99579","07-03-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Barcelona","30","70","24","76","36","64","10","7","3","2","7","5","3","2","1","0","2","2","6","3","2","2","4","1"
"99563","07-03-26 18:30","Spain","LaLiga","2025/2026","Atl. Madrid","Real Sociedad","52","48","58","42","45","55","24","7","13","3","11","4","9","3","4","2","5","1","12","2","7","1","5","1"
"99548","07-03-26 16:15","Spain","LaLiga","2025/2026","Levante","Girona","33","67","41","59","25","75","14","22","10","6","4","16","4","5","2","2","2","3","6","10","4","2","2","8"
"99510","07-03-26 14:00","Spain","LaLiga","2025/2026","Osasuna","Mallorca","50","50","37","63","65","35","22","8","5","5","17","3","5","4","1","3","4","1","9","2","1","1","8","1"
"99494","06-03-26 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Real Madrid","37","63","43","57","29","71","8","14","5","7","3","7","4","3","3","1","1","2","4","4","2","3","2","1"
"99455","04-03-26 19:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Oviedo","52","48","57","43","47","53","19","8","12","3","7","5","7","2","4","0","3","2","6","2","4","1","2","1"
"99423","02-03-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Getafe","77","23","79","21","75","25","18","9","6","6","12","3","7","3","4","1","3","2","7","2","2","1","5","1"
"98768","01-03-26 21:00","Spain","LaLiga","2025/2026","Girona","Celta Vigo","57","43","54","46","60","40","15","7","4","5","11","2","7","5","2","3","5","2","5","1","2","1","3","0"
"98757","01-03-26 18:30","Spain","LaLiga","2025/2026","Betis","Sevilla","45","55","49","51","41","59","9","14","5","5","4","9","2","6","2","2","0","4","3","3","2","2","1","1"
"98729","01-03-26 16:15","Spain","LaLiga","2025/2026","Valencia","Osasuna","48","52","58","42","35","65","14","8","7","2","7","6","1","0","0","0","1","0","8","5","4","1","4","4"
"98714","01-03-26 14:00","Spain","LaLiga","2025/2026","Elche","Espanyol","71","29","68","32","73","27","17","9","6","4","11","5","9","4","3","2","6","2","3","3","0","1","3","2"
"97486","28-02-26 21:00","Spain","LaLiga","2025/2026","Oviedo","Atl. Madrid","38","62","42","58","35","65","16","12","10","5","6","7","6","1","3","0","3","1","8","5","5","1","3","4"
"97468","28-02-26 18:30","Spain","LaLiga","2025/2026","Mallorca","Real Sociedad","44","56","45","55","43","57","6","12","2","7","4","5","1","2","1","1","0","1","3","7","0","3","3","4"
"97454","28-02-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Villarreal","74","26","65","35","82","18","19","6","10","1","9","5","8","1","4","0","4","1","8","3","4","1","4","2"
"97408","28-02-26 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Ath Bilbao","50","50","50","50","49","51","15","8","10","4","5","4","7","2","5","0","2","2","6","2","5","2","1","0"
"97384","27-02-26 21:00","Spain","LaLiga","2025/2026","Levante","Alaves","49","51","40","60","61","39","22","17","3","13","19","4","5","7","1","6","4","1","8","5","2","3","6","2"
"97282","23-02-26 21:00","Spain","LaLiga","2025/2026","Alaves","Girona","44","56","33","67","56","44","17","10","6","5","11","5","6","5","3","2","3","3","8","1","3","1","5","0"
"97260","22-02-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Valencia","43","57","56","44","32","68","12","8","8","4","4","4","5","3","5","1","0","2","6","2","2","1","4","1"
"97251","22-02-26 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Mallorca","57","43","61","39","52","48","20","1","7","1","13","0","7","0","2","0","5","0","7","1","2","1","5","0"
"97235","22-02-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Levante","73","27","78","22","66","34","22","5","9","3","13","2","9","2","3","2","6","0","8","2","5","1","3","1"
"97216","22-02-26 14:00","Spain","LaLiga","2025/2026","Getafe","Sevilla","31","69","32","68","30","70","6","6","2","1","4","5","3","1","1","0","2","1","1","4","1","1","0","3"
"97179","21-02-26 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Espanyol","61","39","68","32","54","46","18","8","10","3","8","5","9","2","4","1","5","1","6","3","5","1","1","2"
"97158","21-02-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Real Madrid","39","61","36","64","42","58","13","15","9","9","4","6","2","5","1","4","1","1","6","5","4","3","2","2"
"97145","21-02-26 16:15","Spain","LaLiga","2025/2026","Betis","Rayo Vallecano","47","53","45","55","49","51","14","12","8","6","6","6","3","3","1","3","2","0","6","4","3","0","3","4"
"97100","21-02-26 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Oviedo","62","38","67","33","57","43","15","14","4","7","11","7","8","6","2","2","6","4","3","4","1","3","2","1"
"97071","20-02-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Elche","46","54","43","57","49","51","18","2","10","1","8","1","8","2","3","1","5","1","4","0","4","0","0","0"
"97019","18-02-26 20:00","Spain","LaLiga","2025/2026","Levante","Villarreal","59","41","59","41","60","40","16","15","2","6","14","9","4","6","1","1","3","5","6","7","1","3","5","4"
"94613","16-02-26 21:00","Spain","LaLiga","2025/2026","Girona","Barcelona","29","71","33","67","26","74","13","27","4","12","9","15","9","4","2","2","7","2","3","12","2","7","1","5"
"93115","15-02-26 21:00","Spain","LaLiga","2025/2026","Mallorca","Betis","65","35","60","40","69","31","14","17","5","8","9","9","3","8","2","4","1","4","8","5","1","1","7","4"
"93107","15-02-26 18:30","Spain","LaLiga","2025/2026","Levante","Valencia","47","53","41","59","54","46","9","5","3","2","6","3","1","2","1","0","0","2","7","2","2","1","5","1"
"93094","15-02-26 16:15","Spain","LaLiga","2025/2026","Rayo Vallecano","Atl. Madrid","41","59","44","56","39","61","13","9","11","4","2","5","9","4","7","1","2","3","1","2","1","2","0","0"
"93078","15-02-26 14:00","Spain","LaLiga","2025/2026","Oviedo","Ath Bilbao","54","46","52","48","57","43","7","13","4","4","3","9","1","4","1","1","0","3","6","5","3","1","3","4"
"93058","14-02-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Real Sociedad","52","48","56","44","48","52","11","13","6","4","5","9","5","3","3","1","2","2","3","5","1","3","2","2"
"93046","14-02-26 18:30","Spain","LaLiga","2025/2026","Sevilla","Alaves","25","75","35","65","17","83","4","12","3","3","1","9","2","1","1","0","1","1","1","7","1","1","0","6"
"93035","14-02-26 16:15","Spain","LaLiga","2025/2026","Getafe","Villarreal","43","57","48","52","39","61","5","8","4","0","1","8","2","2","1","0","1","2","2","4","2","0","0","4"
"92998","14-02-26 14:00","Spain","LaLiga","2025/2026","Espanyol","Celta Vigo","43","57","51","49","34","66","9","14","3","5","6","9","3","5","1","2","2","3","3","6","1","3","2","3"
"91780","13-02-26 21:00","Spain","LaLiga","2025/2026","Elche","Osasuna","64","36","62","38","67","33","17","6","7","2","10","4","5","2","2","1","3","1","8","1","3","0","5","1"
"91698","09-02-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Espanyol","49","51","46","54","52","48","10","9","6","3","4","6","3","2","1","0","2","2","4","5","3","2","1","3"
"90996","08-02-26 21:00","Spain","LaLiga","2025/2026","Valencia","Real Madrid","40","60","34","66","45","55","7","11","3","6","4","5","0","6","0","3","0","3","5","4","2","2","3","2"
"90988","08-02-26 18:30","Spain","LaLiga","2025/2026","Atl. Madrid","Betis","65","35","63","37","67","33","10","8","7","5","3","3","5","4","3","3","2","1","4","3","3","2","1","1"
"90973","08-02-26 16:15","Spain","LaLiga","2025/2026","Ath Bilbao","Levante","55","45","49","51","61","39","22","6","8","1","14","5","7","3","3","0","4","3","9","2","3","1","6","1"
"90974","08-02-26 16:15","Spain","LaLiga","2025/2026","Sevilla","Girona","51","49","42","58","61","39","11","15","3","8","8","7","3","6","1","5","2","1","7","5","2","1","5","4"
"90960","08-02-26 14:00","Spain","LaLiga","2025/2026","Alaves","Getafe","60","40","60","40","60","40","13","17","7","8","6","9","5","5","2","1","3","4","8","6","5","4","3","2"
"90941","07-02-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Elche","34","66","33","67","34","66","11","11","4","6","7","5","3","5","2","2","1","3","7","5","1","4","6","1"
"90915","07-02-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Mallorca","76","24","75","25","78","22","24","9","10","4","14","5","7","4","2","2","5","2","6","3","5","1","1","2"
"90849","06-02-26 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Osasuna","57","43","58","42","56","44","18","8","6","1","12","7","4","2","1","1","3","1","9","1","4","0","5","1"
"90178","02-02-26 21:00","Spain","LaLiga","2025/2026","Mallorca","Sevilla","33","67","38","62","28","72","11","15","5","7","6","8","7","5","2","3","5","2","2","2","2","2","0","0"
"89617","01-02-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Real Sociedad","55","45","51","49","58","42","19","9","5","7","14","2","4","6","0","6","4","0","6","2","2","0","4","2"
"89607","01-02-26 18:30","Spain","LaLiga","2025/2026","Getafe","Celta Vigo","38","62","53","47","25","75","9","5","5","0","4","5","2","1","2","0","0","1","6","2","2","0","4","2"
"89594","01-02-26 16:15","Spain","LaLiga","2025/2026","Betis","Valencia","53","47","48","52","58","42","14","15","6","9","8","6","2","4","1","2","1","2","7","7","3","5","4","2"
"89578","01-02-26 14:00","Spain","LaLiga","2025/2026","Real Madrid","Rayo Vallecano","57","43","58","42","55","45","16","11","6","6","10","5","6","4","2","1","4","3","6","4","2","2","4","2"
"88949","31-01-26 21:00","Spain","LaLiga","2025/2026","Elche","Barcelona","39","61","35","65","43","57","9","30","4","17","5","13","3","8","1","5","2","3","5","15","3","11","2","4"
"88936","31-01-26 18:30","Spain","LaLiga","2025/2026","Levante","Atl. Madrid","45","55","38","62","52","48","10","10","2","5","8","5","2","4","0","1","2","3","4","4","1","3","3","1"
"88922","31-01-26 16:15","Spain","LaLiga","2025/2026","Osasuna","Villarreal","47","53","49","51","44","56","15","5","10","3","5","2","5","4","4","3","1","1","7","1","5","0","2","1"
"88873","31-01-26 14:00","Spain","LaLiga","2025/2026","Oviedo","Girona","34","66","35","65","32","68","8","9","2","1","6","8","4","1","1","0","3","1","2","6","0","1","2","5"
"88854","30-01-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Alaves","50","50","43","57","59","41","10","11","3","6","7","5","3","7","1","5","2","2","5","4","1","1","4","3"
"86848","26-01-26 21:00","Spain","LaLiga","2025/2026","Girona","Getafe","69","31","65","35","74","26","12","8","4","4","8","4","4","2","1","0","3","2","6","1","2","1","4","0"
"85222","25-01-26 21:00","Spain","LaLiga","2025/2026","Alaves","Betis","45","55","42","58","47","53","17","18","9","9","8","9","9","4","6","3","3","1","2","6","1","3","1","3"
"85216","25-01-26 18:30","Spain","LaLiga","2025/2026","Real Sociedad","Celta Vigo","36","64","47","53","22","78","10","17","4","6","6","11","4","4","1","1","3","3","1","6","1","0","0","6"
"85203","25-01-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Oviedo","73","27","73","27","73","27","15","12","5","6","10","6","7","3","1","2","6","1","4","4","1","2","3","2"
"85188","25-01-26 14:00","Spain","LaLiga","2025/2026","Atl. Madrid","Mallorca","61","39","59","41","63","37","17","6","6","2","11","4","8","1","4","0","4","1","6","4","1","2","5","2"
"84322","24-01-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Real Madrid","42","58","43","57","41","59","8","14","4","8","4","6","1","4","0","2","1","2","4","4","2","3","2","1"
"84310","24-01-26 18:30","Spain","LaLiga","2025/2026","Sevilla","Ath Bilbao","50","50","59","41","41","59","10","15","7","8","3","7","7","3","4","2","3","1","2","7","2","3","0","4"
"84300","24-01-26 16:15","Spain","LaLiga","2025/2026","Valencia","Espanyol","47","53","51","49","42","58","10","16","4","4","6","12","5","6","1","1","4","5","2","5","1","1","1","4"
"84255","24-01-26 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Osasuna","67","33","66","34","68","32","11","14","1","8","10","6","4","5","0","3","4","2","4","6","0","3","4","3"
"83928","23-01-26 21:00","Spain","LaLiga","2025/2026","Levante","Elche","41","59","45","55","37","63","26","6","15","3","11","3","6","3","0","2","6","1","7","2","6","1","1","1"
"81005","19-01-26 21:00","Spain","LaLiga","2025/2026","Elche","Sevilla","50","50","51","49","49","51","10","25","4","10","6","15","5","8","2","2","3","6","2","11","1","6","1","5"
"79706","18-01-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Barcelona","28","72","26","74","29","71","8","25","3","12","5","13","6","9","3","4","3","5","1","11","0","5","1","6"
"79700","18-01-26 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Rayo Vallecano","49","51","53","47","43","57","11","14","5","7","6","7","7","3","3","1","4","2","1","4","1","2","0","2"
"79689","18-01-26 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Alaves","54","46","58","42","50","50","23","8","16","2","7","6","6","0","4","0","2","0","9","6","5","2","4","4"
